congressperson_name,congressperson_id,congressperson_document,term,state,party,term_id,subquota_number,subquota_description,subquota_group_id,subquota_group_description,supplier,cnpj_cpf,document_number,document_type,issue_date,document_value,remark_value,total_net_value,month,year,installment,passenger,leg_of_the_trip,batch_number,numbers,total_value,applicant_id,document_id,is_returned,is_meal
JOSÉ PAULO TÓFFANO,141471.0,378.0,2007.0,SP,PV,53,13,Congressperson meal,0,,RESTAURANTE ZEZINHO,50749738000124,51216,0,2010-08-10T00:00:00,125.0,0.0,125.0,8,2010,0,,,494946,[None],0.0,1862,1925863,True,True
FÁBIO TRAD,160587.0,436.0,2019.0,MS,PSD,55,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,6719,4,2018-04-04T00:00:00,59.4,0.0,59.4,4,2018,0,,,1481646,[None],0.0,2272,6545690,True,True
MARINA MAGGESSI,141505.0,314.0,2007.0,RJ,PPS,53,13,Congressperson meal,0,,DELITROP RESTAURANTE LTDA,8306671000197,276525,0,2010-10-15T00:00:00,12.4,0.0,12.4,10,2010,0,,,500150,[None],0.0,1890,1945132,True,True
JOFRAN FREJAT,73658.0,409.0,2007.0,DF,PR,53,13,Congressperson meal,0,,MARIE CLAUDE YOUSSEF - ME,5554513000168,002954,0,2010-03-16T00:00:00,28.0,0.0,28.0,3,2010,0,,,461796,[None],0.0,362,1803348,True,True
LUIZ NOÉ,161962.0,536.0,2011.0,RS,PSB,54,13,Congressperson meal,0,,BSB GRILL,2717608000167,41530,0,2011-06-01T00:00:00,70.0,0.0,70.0,6,2011,0,,,543300,[None],0.0,2421,2088125,True,True
ANTONIO BALHMANN,74213.0,93.0,2015.0,CE,PDT,54,13,Congressperson meal,0,,RESTAURANTE NIPPON,6098111000169,14917,0,2011-04-15T00:00:00,88.0,0.0,88.0,4,2011,0,,,535151,[None],0.0,960,2056048,True,True
RONALDO MARTINS,122466.0,91.0,2015.0,CE,PRB,55,13,Congressperson meal,0,,GAGI COMERCIO DE PRODUTOS ALIMENTICIOS LTDA ME,19751682000100,014798,0,2015-03-05T00:00:00,37.6,0.0,37.6,3,2015,0,,,1173550,[None],0.0,2953,5624180,True,True
ANDERSON FERREIRA,160551.0,142.0,2015.0,PE,PR,54,13,Congressperson meal,0,,JAMP RESTAURANTE LTDA,70091657000197,215769,0,2011-07-14T00:00:00,37.57,0.0,37.57,7,2011,0,,,553914,[None],0.0,2371,2124149,True,True
MAGDA MOFATTO,166402.0,431.0,2019.0,GO,PR,54,13,Congressperson meal,0,,JULIANO ANTÔNIO BRIZOLA - ME,5519843000112,013128,0,2014-10-17T00:00:00,24.5,0.0,24.5,10,2014,0,,,1146549,[None],0.0,2437,5535015,True,True
SIMÃO SESSIM,73424.0,327.0,2015.0,RJ,PP,55,13,Congressperson meal,0,,ML - ALIMENTAÇÃO E DIVERSÕES S/A,493924000177,001510,0,2015-03-26T00:00:00,62.0,0.0,62.0,3,2015,0,,,1187589,[None],0.0,184,5669397,True,True
MENDONÇA PRADO,74056.0,179.0,2011.0,SE,DEM,54,13,Congressperson meal,0,,ANHUBANA RESTAURANTE E COM. ALIMENTOS LTDA - EPP,13326834000133,025130,0,2012-03-17T00:00:00,134.2,0.0,134.2,3,2012,0,,,599648,[None],0.0,1615,2275825,True,True
ZÉ CARLOS,178889.0,86.0,2019.0,MA,PT,55,13,Congressperson meal,0,,CPQ BRASIL S/A,74552068002082,228194,4,2018-03-28T00:00:00,35.0,0.0,35.0,3,2018,0,,,1486710,[None],0.0,3031,6558855,True,True
EDSON APARECIDO,141418.0,351.0,2011.0,SP,PSDB,53,13,Congressperson meal,0,,KOJIMA,10646450000100,1015,0,2010-06-08T00:00:00,166.98,0.0,166.98,6,2010,0,,,478967,[None],0.0,1819,1865458,True,True
DARCÍSIO PERONDI,73891.0,529.0,2019.0,RS,MDB,55,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,13258,4,2018-05-29T00:00:00,41.29,0.0,41.29,5,2018,0,,,1510834,[None],0.0,999,6620850,True,True
MARCOS ROGÉRIO,167722.0,49.0,2015.0,RO,DEM,54,13,Congressperson meal,0,,BOI NA BRAZA,11568068000279,115684389,0,2013-10-18T00:00:00,60.0,0.0,60.0,10,2013,0,,,1072330,[None],0.0,2473,5271554,True,True
ASSIS DO COUTO,74378.0,443.0,2015.0,PR,PDT,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC,33469172000672,224795,0,2016-10-10T00:00:00,29.0,0.0,29.0,10,2016,0,,,1329177,[None],0.0,1542,6120054,True,True
JOÃO CARLOS BACELAR,141458.0,187.0,2019.0,BA,PR,54,13,Congressperson meal,0,,SENAC,33469172001644,000247,0,2012-03-15T00:00:00,41.0,0.0,41.0,3,2012,0,,,599252,[None],0.0,1856,2274508,True,True
CESAR COLNAGO,160664.0,276.0,2011.0,ES,PSDB,54,13,Congressperson meal,0,,CASSIMIRO,10657603000114,168637,0,2013-10-02T00:00:00,16.61,0.0,16.61,10,2013,0,,,1068218,[None],0.0,2337,5257566,True,True
HISSA ABRAHÃO,178849.0,42.0,2015.0,AM,PDT,55,13,Congressperson meal,0,,CASARAO RESTAURANTE,10736873000110,138590,0,2015-05-26T00:00:00,46.7,0.0,46.7,5,2015,0,,,1195474,[None],0.0,3064,5693653,True,True
ALBERTO FILHO,160582.0,548.0,2015.0,MA,PP,54,13,Congressperson meal,0,,SENAC GASTRONOMIA 10 ANDAR ANE IV,33469172001644,008712,0,2011-04-19T00:00:00,35.0,0.0,35.0,4,2011,0,,,533535,[None],0.0,2283,2056350,True,True
SANDRA ROSADO,74039.0,125.0,2011.0,RN,PSB,54,13,Congressperson meal,0,,B F F COMERCIO DE ALIMENTOS LTDA,7326930000189,117493,0,2011-12-11T00:00:00,74.25,0.0,74.25,12,2011,0,,,586204,[None],0.0,1689,2231977,True,True
GUILHERME MUSSI,160667.0,348.0,2019.0,SP,PP,54,13,Congressperson meal,0,,MONTANA GRILL EXPRESS,13971159000103,001373,0,2011-08-22T00:00:00,29.1,0.0,29.1,8,2011,0,,,560400,[None],0.0,2252,2146163,True,True
ELCIONE BARBALHO,74075.0,21.0,2019.0,PA,MDB,55,13,Congressperson meal,0,,GOODS RESTAURANTE,20011372000120,060942,0,2017-09-26T00:00:00,56.05,0.0,56.05,9,2017,0,,,1430693,[None],0.0,1011,6410042,True,True
EDINHO ARAÚJO,73447.0,344.0,2015.0,SP,MDB,55,13,Congressperson meal,0,,"SENAC - Câmara dos Deputados, an. IV 10º andar",33469172001644,041249,0,2015-11-26T00:00:00,47.63,0.0,47.63,11,2015,0,,,1246360,[None],0.0,1006,5858117,True,True
VANDERLEI MACRIS,141553.0,394.0,2019.0,SP,PSDB,55,13,Congressperson meal,0,,RESTAURANTE MARCONATO - ME,7175329000132,034044,0,2019-01-30T00:00:00,72.5,0.0,72.5,1,2019,0,,,1569709,[None],0.0,1947,6768732,True,True
ANTÔNIO JÁCOME,178950.0,121.0,2015.0,RN,PODE,55,13,Congressperson meal,0,,BISTROT DA ELIZABETH,2569310000157,002835,0,2016-04-11T00:00:00,97.0,0.0,97.0,4,2016,0,,,1285831,[None],0.0,3010,5982838,True,True
RENZO BRAZ,160654.0,262.0,2015.0,MG,PP,55,13,Congressperson meal,0,,BRAULIO E ROSA CEREAIS LTDA,31647258000108,190965,0,2016-03-17T00:00:00,4.9,0.0,4.9,3,2016,0,,,1276630,[None],0.0,2230,5953726,True,True
ELISEU PADILHA,73892.0,578.0,2011.0,RS,PMDB,54,13,Congressperson meal,0,,RA CATERING LTDA,17314329002505,034233,0,2013-09-05T00:00:00,17.45,0.0,17.45,9,2013,0,,,1069914,[None],0.0,1014,5263733,True,True
JORGE CÔRTE REAL,160572.0,150.0,2015.0,PE,PTB,55,13,Congressperson meal,0,,SC COMERCIO DE ALIMENTACAO LTDA,11565833000116,1018,4,2018-10-02T00:00:00,31.49,0.0,31.49,10,2018,0,,,1535280,[None],0.0,2256,6688736,True,True
JOSÉ CARLOS ARAÚJO,74140.0,197.0,2015.0,BA,PR,55,13,Congressperson meal,0,,BABY BEEF EXPRESS COM. DE ALIM. E BEB. LTDA,10686444000186,2114,0,2017-08-10T00:00:00,45.6,0.0,45.6,8,2017,0,,,1413424,[None],0.0,1564,6362166,True,True
FÁBIO RAMALHO,141427.0,238.0,2019.0,MG,MDB,54,13,Congressperson meal,0,,REFEIÇÕES CONGELADOS LIGHT LTDA ME,17440856000180,000346,0,2014-03-25T00:00:00,135.0,0.0,135.0,3,2014,0,,,1104487,[None],0.0,1830,5382476,True,True
RENATO ANDRADE,171620.0,590.0,2015.0,MG,PP,55,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172000672,27456,4,2018-06-13T00:00:00,24.18,0.0,24.18,6,2018,0,,,1508932,[None],0.0,2817,6616004,True,True
NELSON MARCHEZAN JUNIOR,160567.0,509.0,2015.0,RS,PSDB,55,13,Congressperson meal,0,,BARU RESTAURANTE LTDA.,16955896000445,233688,0,2015-04-06T00:00:00,79.7,0.0,79.7,4,2015,0,,,1180810,[None],0.0,2409,5647550,True,True
ANTONIO BULHÕES,141383.0,333.0,2015.0,SP,PRB,53,13,Congressperson meal,0,,BF BAR RESTAURANTE LTDA.,10853011000178,033863,0,2010-12-03T00:00:00,53.4,0.0,53.4,12,2010,0,,,510405,[None],0.0,1782,1978309,True,True
FRANCISCO FLORIANO,160677.0,297.0,2015.0,RJ,DEM,55,13,Congressperson meal,0,,ARCOS DOURDOS COMERC. DE ALIMENTOS LTDA.,42591651010530,556082,0,2015-04-06T00:00:00,29.0,0.0,29.0,4,2015,0,,,1180313,[None],0.0,2267,5646538,True,True
EDINHO ARAÚJO,73447.0,344.0,2015.0,SP,MDB,54,13,Congressperson meal,0,,CENTRAL PARK RESTAURANTE E EVENTOS LTDA ME,10580005000356,020898,0,2014-05-14T00:00:00,11.47,0.0,11.47,5,2014,0,,,1114444,[None],0.0,1006,5416692,True,True
JÚLIA MARINHO,67312.0,34.0,2015.0,PA,PSC,55,13,Congressperson meal,0,,SABOR PLENO LTDA.,6137019000160,047078,0,2017-07-10T00:00:00,51.17,0.0,51.17,7,2017,0,,,1403620,[None],0.0,3054,6334463,True,True
ALAN RICK,178836.0,53.0,2019.0,AC,DEM,55,13,Congressperson meal,0,,ÁGUAS NA BOCA,9451019000129,832,0,2015-07-28T00:00:00,63.9,0.0,63.9,7,2015,0,,,1213368,[None],0.0,2910,5749360,True,True
ODELMO LEÃO,74752.0,248.0,2015.0,MG,PP,55,13,Congressperson meal,0,,BARU RESTAURANTE LTDA.,16955896000445,261631,0,2015-07-08T00:00:00,42.5,0.0,42.5,7,2015,0,,,1209194,[None],0.0,705,5735949,True,True
DR. ADILSON SOARES,141371.0,293.0,2011.0,RJ,PR,53,13,Congressperson meal,0,,COMIDAS REGIONAIS DO BRASIL LTDA,5233063000101,35296,0,2009-09-15T00:00:00,35.6,0.0,35.6,9,2009,0,,,423654,[None],0.0,1812,1674225,True,True
MAGDA MOFATTO,166402.0,431.0,2019.0,GO,PR,54,13,Congressperson meal,0,,CENTRAL PARK RESTAURANTE E EVENTOS LTDA ME,10580005000356,001992,0,2013-08-28T00:00:00,12.19,0.0,12.19,8,2013,0,,,1053396,[None],0.0,2437,5202271,True,True
HENRIQUE FONTANA,73482.0,498.0,2019.0,RS,PT,55,13,Congressperson meal,0,,LANCHERIA E CHURRASCARIA DO ALEMÃO,4583510000190,002747,0,2015-04-24T00:00:00,24.0,0.0,24.0,4,2015,0,,,1188277,[None],0.0,1454,5671626,True,True
ANTÔNIO ANDRADE,141387.0,227.0,2011.0,MG,PMDB,54,13,Congressperson meal,0,,BARU RESTAURANTE LTDA.,16955896000445,120934,0,2014-03-19T00:00:00,34.92,0.0,34.92,3,2014,0,,,1107345,[None],0.0,1961,5382030,True,True
CHRISTIANE DE SOUZA YARED,178928.0,442.0,2019.0,PR,PR,55,13,Congressperson meal,0,,BATEL GRILL FRANGO CARNES E MASSAS LTDA,4557530000196,51549,4,2017-10-19T00:00:00,85.05,0.0,85.05,10,2017,0,,,1447565,[None],0.0,2983,6452589,True,True
MÁRCIO FRANÇA,141497.0,368.0,2011.0,SP,PSB,54,13,Congressperson meal,0,,ARCOS DOURADOS COM. DE ALIMENTOS LTDA,42591651024085,603317,0,2012-07-11T00:00:00,32.5,0.0,32.5,7,2012,0,,,625479,[None],0.0,1886,2359674,True,True
CELSO RUSSOMANNO,73441.0,347.0,2019.0,SP,PRB,53,13,Congressperson meal,0,,BGK DO BRASIL,6173204000615,090112,0,2010-11-07T00:00:00,18.9,0.0,18.9,11,2010,0,,,514847,[None],0.0,993,1992434,True,True
VALTENIR PEREIRA,141552.0,536.0,2019.0,MT,MDB,54,13,Congressperson meal,0,,LANCHONETE E CHURRASCARIA XAXIM LTDA,37504255000100,092268,0,2012-06-07T00:00:00,70.0,0.0,70.0,6,2012,0,,,619247,[None],0.0,1946,2340282,True,True
POMPEO DE MATTOS,73486.0,516.0,2019.0,RS,PDT,55,13,Congressperson meal,0,,Churrascaria na Brasa ltda,743990000158,093784,0,2016-11-18T00:00:00,113.0,0.0,113.0,11,2016,0,,,1339817,[None],0.0,1458,6152871,True,True
BILAC PINTO,141513.0,232.0,2019.0,MG,DEM,53,13,Congressperson meal,0,,GR SA,2905110019732,39288,0,2009-07-14T00:00:00,2.9,0.0,2.9,7,2009,0,,,410307,[None],0.0,1789,1628269,True,True
LAURIETE,160534.0,281.0,2019.0,ES,PR,54,13,Congressperson meal,0,,BRASIL 21 GASTRONOMIA E SERVIÇOS LTDA,4777798000648,3787,0,2012-04-24T00:00:00,88.0,0.0,88.0,4,2012,0,,,608192,[None],0.0,2355,2303865,True,True
SILVIO TORRES,73560.0,391.0,2015.0,SP,PSDB,53,13,Congressperson meal,0,,PARK BEER BENGALAS BAR LTDA,1419645000126,034574,0,2010-07-13T00:00:00,120.0,0.0,120.0,7,2010,0,,,487174,[None],0.0,1175,1896246,True,True
LEO DE BRITO,178825.0,57.0,2015.0,AC,PT,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL  - SENAC,33469172001644,095775,0,2016-11-16T00:00:00,55.69,0.0,55.69,11,2016,0,,,1338449,[None],0.0,2974,6149205,True,True
OTAVIO LEITE,141515.0,316.0,2015.0,RJ,PSDB,54,13,Congressperson meal,0,,FRATELLI,31586936000170,029458,0,2011-07-03T00:00:00,100.0,0.0,100.0,7,2011,0,,,548976,[None],0.0,1901,2107622,True,True
EDUARDO BARBOSA,74655.0,230.0,2019.0,MG,PSDB,53,13,Congressperson meal,0,,IRMA CASELLI,9290591000153,117946,0,2010-01-22T00:00:00,8.4,0.0,8.4,1,2010,0,,,450887,[None],0.0,1010,1767262,True,True
JOÃO PAULO LIMA,160549.0,149.0,2011.0,PE,PT,54,13,Congressperson meal,0,,POUSADA DO AMPARO LTDA.,1790381000112,008764,0,2013-10-12T00:00:00,116.6,0.0,116.6,10,2013,0,,,1064404,[None],0.0,2392,5244066,True,True
HÉLIO LEITE,178909.0,32.0,2019.0,PA,DEM,55,13,Congressperson meal,0,,PBJM COM. DE GENEROS ALIM. LTDA,9054158000119,42969,0,2016-10-17T00:00:00,58.0,0.0,58.0,10,2016,0,,,1330167,[None],0.0,2898,6123600,True,True
EDUARDO BARBOSA,74655.0,230.0,2019.0,MG,PSDB,55,13,Congressperson meal,0,,ÉDIVA PEREIRA DE AMORIM,8150207000316,059090,0,2016-02-05T00:00:00,18.5,0.0,18.5,2,2016,0,,,1262737,[None],0.0,1010,5910198,True,True
VALTENIR PEREIRA,141552.0,536.0,2019.0,MT,MDB,55,13,Congressperson meal,0,,SENAC - LANCHONETE DO PLENÁRIO,33469172000672,218328,0,2016-08-24T00:00:00,7.0,0.0,7.0,8,2016,0,,,1317475,[None],0.0,1946,6082847,True,True
ARNALDO JORDY,160602.0,18.0,2015.0,PA,PPS,55,13,Congressperson meal,0,,A. ALMEIDA,4989042000158,005731,0,2016-07-22T00:00:00,69.0,0.0,69.0,7,2016,0,,,1317674,[None],0.0,2341,6084011,True,True
ROSANE FERREIRA,160614.0,459.0,2011.0,PR,PV,54,13,Congressperson meal,0,,DOM FRANCISCO,3327191000270,100267,0,2011-04-26T00:00:00,42.9,0.0,42.9,4,2011,0,,,534089,[None],0.0,2393,2057992,True,True
EDUARDO BARBOSA,74655.0,230.0,2019.0,MG,PSDB,54,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZ. COMERCIAL - SENAC.,33469172001644,011504,0,2013-08-05T00:00:00,39.4,0.0,39.4,8,2013,0,,,1050901,[None],0.0,1010,5192296,True,True
LAERCIO OLIVEIRA,151208.0,176.0,2019.0,SE,PP,54,13,Congressperson meal,0,,DI VINO COMERCIAL E FRIOS LTDA ME,4350481000116,03330,0,2011-10-13T00:00:00,130.0,0.0,130.0,10,2011,0,,,570374,[None],0.0,1991,2180236,True,True
EDSON PIMENTA,160618.0,193.0,2011.0,BA,PSD,54,13,Congressperson meal,0,,POUSADA E RESTAURANTE BOMFIM,11779771000145,0275,0,2011-09-25T00:00:00,23.0,0.0,23.0,9,2011,0,,,569216,[None],0.0,2351,2176678,True,True
JANDIRA FEGHALI,74848.0,305.0,2019.0,RJ,PCdoB,55,13,Congressperson meal,0,,FFV RESTAURANTE E SERVIÇOS DE BUFFET LTDA,15575591000100,1918,0,2015-09-30T00:00:00,163.5,0.0,163.5,9,2015,0,,,1230637,[None],0.0,733,5806813,True,True
GOULART,178980.0,361.0,2015.0,SP,PSD,55,13,Congressperson meal,0,,SENAC - SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL,33469172001644,071824,0,2015-11-03T00:00:00,51.13,0.0,51.13,11,2015,0,,,1239389,[None],0.0,2928,5835579,True,True
RONALDO LESSA,178845.0,173.0,2015.0,AL,PDT,55,13,Congressperson meal,0,,CARAMELLA CONFEITARIA E CAFETERIA LTDA - EPP,13472749000183,063950,0,2016-07-11T00:00:00,39.41,0.0,39.41,7,2016,0,,,1306599,[None],0.0,3003,6047840,True,True
TELMA PINHEIRO,169711.0,595.0,2011.0,MA,PSDB,54,13,Congressperson meal,0,,ASSOCIAÇÃO DOS SERVIDORES DA CÂMARA DOS DEPUTADOS,679365000194,7846,0,2012-07-18T00:00:00,48.83,0.0,48.83,7,2012,0,,,629384,[None],0.0,2484,2372157,True,True
ZECA DIRCEU,160592.0,468.0,2019.0,PR,PT,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC,33469172000672,215363,0,2015-11-18T00:00:00,28.0,0.0,28.0,11,2015,0,,,1254027,[None],0.0,2238,5881792,True,True
ROBERTO SALES,178944.0,324.0,2015.0,RJ,DEM,55,13,Congressperson meal,0,,glamour confeitaria,28877793000140,353382,0,2015-02-07T00:00:00,42.0,0.0,42.0,2,2015,0,,,1173270,[None],0.0,2988,5622745,True,True
AFONSO HAMM,136811.0,487.0,2019.0,RS,PP,55,13,Congressperson meal,0,,RAABE COML DE ALIMENTOS LTDA.,1324812000155,045284,0,2017-09-22T00:00:00,42.5,0.0,42.5,9,2017,0,,,1425729,[None],0.0,1758,6397922,True,True
PEDRO EUGÊNIO,74556.0,161.0,2011.0,PE,PT,54,13,Congressperson meal,0,,CENTRAL PARK RESTAURANTE E EVENTOS LTDA ME,10580005000356,008212,0,2014-04-07T00:00:00,8.26,0.0,8.26,4,2014,0,,,1121498,[None],0.0,1331,5441960,True,True
CARLINHOS ALMEIDA,160584.0,341.0,2011.0,SP,PT,54,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGE COM.SENAC,33469172001644,011190,0,2011-06-21T00:00:00,33.0,0.0,33.0,6,2011,0,,,548059,[None],0.0,2247,2104782,True,True
EDUARDO BARBOSA,74655.0,230.0,2019.0,MG,PSDB,54,13,Congressperson meal,0,,C & L PANIFICADORA E CONFEITARIA LTDA EPP,9582585000170,495658,0,2013-11-06T00:00:00,11.52,0.0,11.52,11,2013,0,,,1070024,[None],0.0,1010,5264161,True,True
BISPO GÊ TENUTA,3155.0,526.0,2007.0,SP,DEM,53,13,Congressperson meal,0,,ADE RESTAURANTE LTDA,1052021000113,028948,0,2010-09-05T00:00:00,20.3,0.0,20.3,9,2010,0,,,494311,[None],0.0,1972,1923331,True,True
FRANCISCO FLORIANO,160677.0,297.0,2015.0,RJ,DEM,55,13,Congressperson meal,0,,R.R RESTAURANTE CARIOCA,29017159000109,245955,0,2015-02-15T00:00:00,262.1,38.0,224.1,2,2015,0,,,1169107,[None],0.0,2267,5610254,True,True
PEDRO UCZAI,160604.0,481.0,2019.0,SC,PT,55,13,Congressperson meal,0,,Rodosnack Baleia Franca,17383200000173,264231,0,2016-02-29T00:00:00,66.35,0.0,66.35,2,2016,0,,,1267705,"[None, None]",22.52,2243,5925558,True,True
LEO DE BRITO,178825.0,57.0,2015.0,AC,PT,55,13,Congressperson meal,0,,TAIOBA SELF-SERVICE LTDA-EPP,3346671000954,7207,0,2017-08-15T00:00:00,8.75,0.0,8.75,8,2017,0,,,1414127,[None],0.0,2974,6363696,True,True
FERNANDO CHUCRE,141344.0,354.0,2007.0,SP,PSDB,53,13,Congressperson meal,0,,VIVENDA DO CAMARÃO,250909000106,152456,0,2010-02-25T00:00:00,20.3,0.0,20.3,2,2010,0,,,458109,[None],0.0,1770,1791376,True,True
PAULO ROBERTO PEREIRA,141521.0,502.0,2007.0,RS,PTB,53,13,Congressperson meal,0,,MAIS BRASIL,37006723000531,0112,0,2010-04-07T00:00:00,7.2,0.0,7.2,4,2010,0,,,468057,[None],0.0,1909,1823513,True,True
OTAVIO LEITE,141515.0,316.0,2015.0,RJ,PSDB,55,13,Congressperson meal,0,,JULIENE BAR E RESTAURANTE,9535059000159,088112,0,2015-08-15T00:00:00,164.97,22.0,142.97,8,2015,0,,,1218485,[None],0.0,1901,5765989,True,True
CESAR SOUZA,73720.0,479.0,2015.0,SC,PSD,55,13,Congressperson meal,0,,BRASIL 21 EVENTOS E HOTELARIA LTDA,8796076000691,051406,0,2018-03-27T00:00:00,96.25,0.0,96.25,3,2018,0,,,1480512,[None],0.0,836,6543370,True,True
SILVIO LOPES,73998.0,321.0,2007.0,RJ,PSDB,53,13,Congressperson meal,0,,RESTAURANTE CARPE DIEM LTDA.,4042714000113,36466,0,2010-04-13T00:00:00,78.5,0.0,78.5,4,2010,0,,,467160,[None],0.0,1206,1821934,True,True
DIEGO GARCIA,178929.0,447.0,2019.0,PR,PODE,55,13,Congressperson meal,0,,GOL LINHAS AEREAS,7575651002950,2983,0,2017-10-26T00:00:00,35.0,0.0,35.0,10,2017,0,,,1437640,[None],0.0,3043,6428330,True,True
OSVALDO BIOLCHI,73909.0,578.0,2007.0,RS,PMDB,53,13,Congressperson meal,0,,CHURRASCARIA E PANQUECARIA NABRASA,743990000158,098856,0,2009-10-11T00:00:00,134.4,0.0,134.4,10,2009,0,,,432535,[None],0.0,1142,1704369,True,True
ANDRÉ ZACHAROW,74377.0,441.0,2011.0,PR,PMDB,54,13,Congressperson meal,0,,SERV. NAC. DE APRENDIZAGEM COMERCIAL SENAC,33469172000672,033472,0,2012-03-14T00:00:00,29.0,0.0,29.0,3,2012,0,,,600381,[None],0.0,1536,2278092,True,True
DIEGO GARCIA,178929.0,447.0,2019.0,PR,PODE,55,13,Congressperson meal,0,,SERVIÇO NAC. DE APRENDIZAGEM COMERCIAL - SENAC,33469172000672,206518,0,2016-05-31T00:00:00,28.0,0.0,28.0,5,2016,0,,,1297963,[None],0.0,3043,6019692,True,True
TAKAYAMA,74385.0,469.0,2015.0,PR,PSC,54,13,Congressperson meal,0,,R&C EMPREENDIMENTOS ALIMENTICIOS LTDA,6235514001265,086351,0,2014-06-20T00:00:00,51.99,0.0,51.99,6,2014,0,,,1128860,"[None, None]",31.33,1693,5468742,True,True
DEVANIR RIBEIRO,74264.0,342.0,2011.0,SP,PT,53,13,Congressperson meal,0,,CHURRASCARIA LAÇADOR DO RIO GARNDE LTDA,57480659000100,027671,0,2009-10-16T00:00:00,221.65,0.0,221.65,10,2009,0,,,439597,[None],0.0,1570,1728952,True,True
JOSE STÉDILE,160607.0,506.0,2015.0,RS,PSB,54,13,Congressperson meal,0,,GALETERIA PASTA SUTA TDA,1497951000180,035271,0,2012-05-14T00:00:00,24.4,0.0,24.4,5,2012,0,,,614140,[None],0.0,2345,2323909,True,True
ALCEU MOREIRA,160559.0,486.0,2019.0,RS,MDB,54,13,Congressperson meal,0,,REATAURANTE E CHURRASCARIA CASA DO GAUCHO LTDA,4794573000276,002746,0,2012-08-14T00:00:00,69.0,0.0,69.0,8,2012,0,,,632507,[None],0.0,2379,2382264,True,True
LUIZ PAULO VELLOZO LUCAS,141489.0,278.0,2007.0,ES,PSDB,53,13,Congressperson meal,0,,CHURRASCARIA POTÊNCIA GRILL LTDA EPP,8466219000192,15531,0,2009-11-12T00:00:00,167.53,0.0,167.53,11,2009,0,,,437233,[None],0.0,1880,1720428,True,True
TAKAYAMA,74385.0,469.0,2015.0,PR,PSC,54,13,Congressperson meal,0,,HOT SALADS RESTAURANTES LTDA,9240012000168,039624,0,2013-11-27T00:00:00,30.55,0.0,30.55,11,2013,0,,,1085522,[None],0.0,1693,5317672,True,True
PAULO ROBERTO PEREIRA,141521.0,502.0,2007.0,RS,PTB,53,13,Congressperson meal,0,,TERESA CORINA PIRES E GUIMARÃES - ME,4658403000183,18283,0,2010-05-14T00:00:00,30.0,0.0,30.0,5,2010,0,,,476552,[None],0.0,1909,1856359,True,True
JOÃO MARCELO SOUZA,112437.0,76.0,2019.0,MA,MDB,55,13,Congressperson meal,0,,EL NEGRO PARRILLA,15046257000151,161809,0,2016-06-11T00:00:00,195.8,0.0,195.8,6,2016,0,,,1298724,[None],0.0,2912,6022403,True,True
JOÃO ALMEIDA,74549.0,198.0,2007.0,BA,PSDB,53,13,Congressperson meal,0,,BRASILIA ALVORADA,8342411000258,070506,0,2009-08-25T00:00:00,179.35,12.89,166.46,8,2009,0,,,418113,[None],0.0,676,1655777,True,True
HIRAN GONÇALVES,178959.0,4.0,2019.0,RR,PP,55,13,Congressperson meal,0,,SENAC - COMP. ADM. CAM. DEP. ANEXO IV 10º ANDAR,33469172001644,058647,0,2015-07-01T00:00:00,50.53,0.0,50.53,7,2015,0,,,1210676,[None],0.0,3032,5738249,True,True
FERNANDO FERRO,74417.0,141.0,2011.0,PE,PT,54,13,Congressperson meal,0,,SERVIÇO NACIONAL DE  APRENDIZAGEM COMERCIAL SENAC,33469172001644,019612,0,2013-12-12T00:00:00,48.06,0.0,48.06,12,2013,0,,,1080862,[None],0.0,1029,5300945,True,True
JOSÉ C. STANGARLINI,154739.0,588.0,2007.0,SP,PSDB,53,13,Congressperson meal,0,,FELLOWS LANCHONETE LTDA,5314635000187,24775,0,2010-01-13T00:00:00,90.0,0.0,90.0,1,2010,0,,,451055,[None],0.0,2007,1767863,True,True
RONALDO LESSA,178845.0,173.0,2015.0,AL,PDT,55,13,Congressperson meal,0,,BORONI & DALACORTE RESTAURANTE LTDA,8660598000157,005957,0,2016-07-11T00:00:00,55.7,0.0,55.7,7,2016,0,,,1306599,[None],0.0,3003,6047868,True,True
RENZO BRAZ,160654.0,262.0,2015.0,MG,PP,55,13,Congressperson meal,0,,SENAC - COMP. ADM. CAM. DEP. ANEXO IV 10º ANDAR,33469172001644,063973,0,2015-08-19T00:00:00,50.53,0.0,50.53,8,2015,0,,,1218847,[None],0.0,2230,5767210,True,True
