congressperson_name,congressperson_id,congressperson_document,term,state,party,term_id,subquota_number,subquota_description,subquota_group_id,subquota_group_description,supplier,cnpj_cpf,document_number,document_type,issue_date,document_value,remark_value,total_net_value,month,year,installment,passenger,leg_of_the_trip,batch_number,numbers,total_value,applicant_id,document_id
LAUREZ MOREIRA,141479.0,62.0,2011.0,TO,PSB,54,11,Postal services,0,,CORREIOS - SEDEX CONVENCIONAL,7,RSP : 1249879,1,2012-04-16T13:05:30,25.3,0.0,25.3,4,2012,0,,,0,['0'],,1868,0
POLICARPO,162174.0,539.0,2011.0,DF,PT,54,10,Telecommunication,0,,CELULAR FUNCIONAL,1,5840030,0,2014-10-25T00:00:00,0.12,0.0,0.12,8,2014,0,,,0,['0'],,2422,0
POLLYANA GAMA,195997.0,587.0,2015.0,SP,PPS,55,13,Congressperson meal,0,,LAMITE,10,15459,3,2017-04-23T00:00:00,126.96,0.0,126.96,4,2017,0,,,1379448,[nan],0.0,3160,6269168
LEO DE BRITO,178825.0,57.0,2015.0,AC,PT,55,122,"Taxi, toll and parking",0,,UBER DO BRASIL TECNOLOGIA LTDA,17895646000187,s/n,1,2017-06-07T00:00:00,20.97,0.0,20.97,6,2017,0,,,1395540,[nan],0.0,2974,6311799
VALDIR COLATTO,74010.0,489.0,2015.0,SC,MDB,55,122,"Taxi, toll and parking",0,,ASSOCIAÇÃO DOS TAXISTAS DO DISTRITO FEDERAL - ASTDF,15695357000109,2246,1,2016-05-24T00:00:00,8.0,0.0,8.0,5,2016,0,,,1293510,[nan],0.0,527,6006041
JANETE ROCHA PIETÁ,141455.0,358.0,2011.0,SP,PT,54,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: 127XHU5JX,0,2012-08-01T00:00:00,192.1,0.0,192.1,8,2012,0,JANETE ROCHA PIETÁ,BSB/ GRU,0,['0'],,1852,0
TENENTE LÚCIO,178898.0,266.0,2015.0,MG,PR,55,999,Flight ticket issue,0,,Cia Aérea - AZUL,9296295000160,Bilhete: TH6GSQ,0,2018-11-13T00:00:00,330.0,0.0,330.0,11,2018,0,TENENTE LÚCIO,BSB/UDI,0,['0'],,3077,1615075
RONALDO BENEDET,160515.0,484.0,2015.0,SC,MDB,55,3,Fuels and lubricants,1,Veículos Automotores,Benedet & Cia Ltda,83648535000443,071473,0,2015-02-08T00:00:00,188.22,0.0,188.22,2,2015,0,,,1172659,[nan],0.0,2354,5621413
GILMAR MACHADO,74581.0,234.0,2011.0,MG,PT,53,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: H47BFI,0,2010-06-08T00:00:00,301.62,0.0,301.62,6,2010,0,MACHADO/GILMAR,CNF G3 UDI,0,['0'],,1352,0
SILVIO COSTA,4930.0,160.0,2015.0,PE,AVANTE,53,10,Telecommunication,0,,CELULAR FUNCIONAL,1,3952315,0,2010-10-01T00:00:00,487.64,0.0,487.64,10,2010,0,,,0,['0'],,1973,0
PAULO MAGALHÃES,74574.0,538.0,2019.0,BA,PSD,53,1,Maintenance of office supporting parliamentary activity,0,,CONDOMINIO CENTRO EMPRESARIAL IGUATEMI,13501184000115,006/3593/0830478-7,1,2010-08-11T00:00:00,297.48,37.48,260.0,9,2010,0,,,501048,[nan],0.0,1347,1948544
JOÃO FERNANDO COUTINHO,178917.0,149.0,2015.0,PE,PROS,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2115.790555,0,2015-08-18T00:00:00,300.8,0.0,300.8,8,2015,0,JOÃO FERNANDO COUTINHO,BSB/REC,0,['0'],,3006,1086974
MARCELO MATOS,76287.0,311.0,2015.0,RJ,PSD,55,999,Flight ticket issue,0,,Cia Aérea - AVIANCA,2575829000148,Bilhete: 2418645564,0,2015-10-29T00:00:00,300.83,0.0,300.83,10,2015,0,SILVA/JORGE,BSB/GIG,0,['0'],,2274,1117157
IRINY LOPES,74162.0,273.0,2011.0,ES,PT,54,999,Flight ticket issue,0,,Cia Aérea - TRIP,2428624000130,Bilhete: 2102191616,0,2012-04-13T00:00:00,316.85,0.0,316.85,4,2012,0,IRINY LOPES,VIX/BSB,0,['0'],,1661,0
FÁBIO RAMALHO,141427.0,238.0,2019.0,MG,MDB,54,3,Fuels and lubricants,1,Veículos Automotores,tic tac derivados de petroleo ltda,17269218000149,578903,0,2014-11-18T00:00:00,100.0,0.0,100.0,11,2014,0,,,1155928,[nan],0.0,1830,5564667
PROFESSORA DORINHA SEABRA REZENDE,160639.0,67.0,2019.0,TO,DEM,54,3,Fuels and lubricants,1,Veículos Automotores,Posto San Remi,37158938000144,256969,0,2014-12-21T00:00:00,80.0,0.0,80.0,12,2014,0,,,1159018,[nan],0.0,2300,5575853
PAULO TEIXEIRA,141488.0,376.0,2019.0,SP,PT,53,15,Automotive vehicle renting or watercraft charter,0,,RADIO TAXI ALVORADA LTDA,37990298000134,S/N,1,2010-02-24T00:00:00,10.0,0.0,10.0,2,2010,0,,,469215,[nan],0.0,1910,1829182
BERNARDO SANTANA DE VASCONCELLOS,109152.0,221.0,2011.0,MG,PR,54,10,Telecommunication,0,,TELEMAR NORTE LESTE S/A,33000118000330,00012883780,0,2014-01-18T00:00:00,107.77,0.0,107.77,1,2014,0,,,1090123,[nan],0.0,2312,5333347
VALDIR COLATTO,74010.0,489.0,2015.0,SC,MDB,53,3,Fuels and lubricants,1,Veículos Automotores,TRIÂNGULO AUTO POSTO LTDA,82804634000161,200049,0,2011-01-11T00:00:00,83.33,0.0,83.33,1,2011,0,,,514240,[nan],0.0,527,1990276
SIMÃO SESSIM,73424.0,327.0,2015.0,RJ,PP,55,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172000672,27795,4,2018-06-20T00:00:00,25.02,0.0,25.02,6,2018,0,,,1509903,[nan],0.0,184,6618690
ÍRIS DE ARAÚJO,141453.0,417.0,2011.0,GO,PMDB,54,10,Telecommunication,0,,RAMAL,6,3952412,0,2011-09-24T00:00:00,291.29,0.0,291.29,9,2011,0,,,0,['0'],,1851,0
WALDENOR PEREIRA,160569.0,219.0,2019.0,BA,PT,55,13,Congressperson meal,0,,SENAC - LANCHONETE DO PLENARIO,33469172000672,218190,0,2015-12-09T00:00:00,28.0,0.0,28.0,12,2015,0,,,1252488,[nan],0.0,2288,5877351
ACÉLIO CASAGRANDE,143254.0,535.0,2007.0,SC,PMDB,53,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: G7UNWM,0,2010-03-24T00:00:00,538.62,0.0,538.62,3,2010,0,MARIA/ELIZIA,BSBG3CGHG3FLN,0,['0'],,1975,0
FRANCISCO FLORIANO,160677.0,297.0,2015.0,RJ,DEM,54,3,Fuels and lubricants,1,Veículos Automotores,CONVER COMBUSTIVEIS AUTOMOTIVOS LTDA,38505000900,96390,0,2011-09-05T00:00:00,168.0,0.0,168.0,9,2011,0,,,562287,[nan],0.0,2267,2153116
JULIO SEMEGHINI,74783.0,369.0,2011.0,SP,PSDB,53,3,Fuels and lubricants,1,Veículos Automotores,POSTO IPIRANGA LTDA,567794000170,230572,0,2010-06-05T00:00:00,60.0,0.0,60.0,6,2010,0,,,480021,[nan],0.0,1401,1869261
ALEXANDRE SANTOS,74830.0,285.0,2011.0,RJ,PMDB,53,10,Telecommunication,0,,RAMAL,6,3952227,0,2010-01-28T00:00:00,455.18,0.0,455.18,1,2010,0,,,0,['0'],,950,0
LUIZ FERNANDO FARIA,141487.0,256.0,2015.0,MG,PP,54,15,Automotive vehicle renting or watercraft charter,0,,KARPER RENT A CAR,10892621000180,608,1,2011-02-03T00:00:00,3800.0,0.0,3800.0,1,2011,0,,,517879,[nan],0.0,1879,2003144
PAUDERNEY AVELINO,74095.0,40.0,2015.0,AM,DEM,55,3,Fuels and lubricants,1,Veículos Automotores,AUTO SHOPPING QL 06 COM. DE PETRÓLEO LTDA,647440000135,607423,0,2015-10-09T00:00:00,251.57,0.0,251.57,10,2015,0,,,1233496,[nan],0.0,586,5816100
VITOR PENIDO,141557.0,532.0,2011.0,MG,DEM,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2448.0354649,0,2012-05-30T00:00:00,92.57,0.0,92.57,5,2012,0,VITOR PENIDO,CNF/BSB,0,['0'],,1953,0
LUIS TIBÉ,160510.0,251.0,2019.0,MG,AVANTE,55,999,Flight ticket issue,0,,Cia Aérea - AZUL,9296295000160,Bilhete: F6HKFI,0,2016-10-10T00:00:00,1101.69,0.0,1101.69,10,2016,0,LUIS TIBÉ,BSB/CNF,0,['0'],,2412,1364301
CHICO LOPES,141440.0,88.0,2015.0,CE,PCdoB,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: QPMNKH,0,2018-08-13T00:00:00,624.93,0.0,624.93,8,2018,0,CHICO LOPES,BSB/FOR,0,['0'],,1800,1592336
ALFREDO SIRKIS,116663.0,321.0,2011.0,RJ,PSB,54,13,Congressperson meal,0,,CLS RESTAURANTES RIO DE JANEIRO LTDA,6077850001308,128934,0,2012-05-12T00:00:00,149.25,38.0,111.25,5,2012,0,,,612430,[nan],0.0,2309,2317922
DUARTE NOGUEIRA,141385.0,350.0,2015.0,SP,PSDB,54,1,Maintenance of office supporting parliamentary activity,0,,COMPANHIA PAULISTA DE FORÇA E LUZ,33050196000188,201411002700846,0,2014-11-19T00:00:00,246.9,0.0,246.9,11,2014,0,,,1154267,[nan],0.0,1816,5560523
IVAN VALENTE,73531.0,359.0,2019.0,SP,PSOL,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: ZFY32F,0,2017-06-28T00:00:00,1252.8,0.0,1252.8,6,2017,0,IVAN VALENTE,CGH/BSB,0,['0'],,1049,1454796
LUIS CARLOS HEINZE,73483.0,500.0,2015.0,RS,PP,54,11,Postal services,0,,CORREIOS - CARTA COMERCIAL,7,RSP : 2063141,1,2014-02-19T11:45:23,1.2,0.0,1.2,2,2014,0,,,0,['0'],,1455,0
ANTONIO BRITO,160553.0,189.0,2019.0,BA,PSD,54,999,Flight ticket issue,0,,Cia Aérea - PASSAREDO,512777000135,Bilhete: 1005547322,0,2014-03-14T00:00:00,623.04,0.0,623.04,3,2014,0,CARLOS KLEBER ALMEIDA,VDC/SSA,0,['0'],,2407,790125
PEDRO VILELA,178844.0,172.0,2015.0,AL,PSDB,55,3,Fuels and lubricants,1,Veículos Automotores,POSTO SOBRADINHO LTDA,8879783000137,214112,0,2015-03-09T00:00:00,197.67,0.0,197.67,3,2015,0,,,1179046,[nan],0.0,2943,5642252
JAIME MARTINS,74665.0,240.0,2015.0,MG,PROS,54,1,Maintenance of office supporting parliamentary activity,0,,COND.EDIFICIO FRIEDMAN OFFICES,8818042000146,G1708,1,2014-09-10T00:00:00,57.33,5.21,52.12,9,2014,0,,,1142085,[nan],0.0,1050,5518486
MARIA DO ROSÁRIO,74398.0,508.0,2019.0,RS,PT,55,3,Fuels and lubricants,1,Veículos Automotores,POSTO DE COMBUSTIVEIS DICO LTDA,8768465000107,43911,4,2018-01-19T00:00:00,100.0,0.0,100.0,1,2018,0,,,1465661,[nan],0.0,1605,6504107
NELSON MEURER,73781.0,458.0,2015.0,PR,PP,54,1,Maintenance of office supporting parliamentary activity,0,,SANEPAR-Companhia de Saneamento do Paraná.,76484013000145,1628,0,2013-11-19T00:00:00,42.53,0.0,42.53,11,2013,0,,,1081324,[nan],0.0,1133,5285138
VICENTINHO,74283.0,396.0,2019.0,SP,PT,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-4553.082037,0,2015-07-09T00:00:00,100.0,0.0,100.0,7,2015,0,VICENTINHO,BSB/BSB,0,['0'],,1699,1106320
LAUREZ MOREIRA,141479.0,62.0,2011.0,TO,PSB,54,10,Telecommunication,0,,CELULAR FUNCIONAL,1,3952461,0,2012-02-01T00:00:00,1060.91,0.0,1060.91,2,2012,0,,,0,['0'],,1868,0
EDUARDO CURY,178977.0,353.0,2019.0,SP,PSDB,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2129.411054,0,2016-05-11T00:00:00,183.9,0.0,183.9,5,2016,0,EDUARDO CURY,SJK/BSB/GRU,0,['0'],,2982,1312863
DUARTE NOGUEIRA,141385.0,350.0,2015.0,SP,PSDB,54,11,Postal services,0,,CORREIOS - SEDEX CONVENCIONAL,7,RSP : 2072371,1,2014-04-16T14:46:49,35.95,0.0,35.95,4,2014,0,,,0,['0'],,1816,0
ALDO REBELO,73428.0,331.0,2011.0,SP,PCdoB,53,10,Telecommunication,0,,TIM CELULAR,4206050005140,000013300AB/02/10,0,2010-02-07T00:00:00,365.76,3.9,361.86,2,2010,0,,,457164,[nan],0.0,764,1788611
EDINHO BEZ,73793.0,532.0,2015.0,SC,MDB,54,3,Fuels and lubricants,1,Veículos Automotores,GHF COMERCIO DE COMBUSTIVEIS LTDA,5204831000107,760966,0,2011-08-19T00:00:00,106.0,0.0,106.0,8,2011,0,,,564226,[nan],0.0,1005,2159732
MARCONDES GADELHA,74470.0,561.0,2015.0,PB,PSC,53,13,Congressperson meal,0,,GUAIAMUM GIGANTE,10832952000125,000145,0,2010-09-03T00:00:00,323.73,0.0,323.73,9,2010,0,,,493567,[nan],0.0,1321,1920580
PAES LANDIM,74319.0,118.0,2015.0,PI,PTB,55,14,"Lodging, except for congressperson from Distrito Federal",0,,Metropolitam Hotel Ltda.,4254324000107,00081065,0,2016-08-01T00:00:00,1909.22,0.0,1909.22,7,2016,0,,,1311519,[nan],0.0,80,6063931
JORGE SOLLA,178857.0,204.0,2019.0,BA,PT,55,1,Maintenance of office supporting parliamentary activity,0,,CONDOMINIO SALVADOR TRADE CENTER,5246359000167,TN914,1,2017-01-25T00:00:00,2699.38,161.24,2538.14,1,2017,0,,,1353740,[nan],0.0,2938,6195751
MAJOR OLIMPIO,178826.0,368.0,2015.0,SP,PSL,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2111.245196,0,2015-05-21T00:00:00,948.1,0.0,948.1,5,2015,0,MAJOR OLIMPIO,BSB/CGH,0,['0'],,2935,1037560
ALEXANDRE LEITE,160545.0,334.0,2019.0,SP,DEM,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2445.0091447,0,2012-04-03T00:00:00,447.57,0.0,447.57,4,2012,0,ALEXANDRE LEITE,BSB/CGH,0,['0'],,2373,0
MARIA DO ROSÁRIO,74398.0,508.0,2019.0,RS,PT,53,10,Telecommunication,0,,RAMAL,6,3952192,0,2009-10-11T00:00:00,163.62,0.0,163.62,10,2009,0,,,0,['0'],,1605,0
JANDIRA FEGHALI,74848.0,305.0,2019.0,RJ,PCdoB,55,1,Maintenance of office supporting parliamentary activity,0,,CLARO S.A - NET,40432544006269,0000526035,0,2015-11-24T00:00:00,907.71,9.28,898.43,11,2015,0,,,1252726,[nan],0.0,733,5876953
SARAIVA FELIPE,74762.0,265.0,2015.0,MG,MDB,53,1,Maintenance of office supporting parliamentary activity,0,,COND. DO ED. LA ROCHELLE,73449357000125,0000558017326,1,2010-12-05T00:00:00,1743.21,158.47,1584.74,12,2010,0,,,511124,[nan],0.0,1090,1980319
VILSON COVATTI,141870.0,516.0,2011.0,RS,PP**,54,15,Automotive vehicle renting or watercraft charter,0,,CONCEPA,1654604000203,2002661326206104,1,2012-01-10T00:00:00,4.0,0.0,4.0,1,2012,0,,,589291,[nan],0.0,1966,2242505
MARCO MAIA,133373.0,496.0,2015.0,RS,PT,53,10,Telecommunication,0,,RAMAL,6,3952242,0,2010-03-21T00:00:00,2.12,0.0,2.12,3,2010,0,,,0,['0'],,1742,0
REINALDO AZAMBUJA,160615.0,439.0,2011.0,MS,PSDB,54,11,Postal services,0,,CORREIOS - SEDEX CONVENCIONAL,7,RSP : 2049723,1,2013-11-11T10:40:10,57.28,0.0,57.28,11,2013,0,,,0,['0'],,2290,0
JOSÉ AIRTON FÉLIX CIRILO,141464.0,101.0,2019.0,CE,PT,53,11,Postal services,0,,CORREIOS - SEDEX 10,7,RSP : 1162734,1,2010-08-04T16:46:15,52.2,0.0,52.2,8,2010,0,,,0,['0'],,1860,0
JOVAIR ARANTES,73666.0,419.0,2015.0,GO,PTB,53,10,Telecommunication,0,,RAMAL,6,3952218,0,2009-12-22T00:00:00,982.79,0.0,982.79,12,2009,0,,,0,['0'],,1096,0
VINICIUS GURGEL,160591.0,16.0,2019.0,AP,PR,56,10,Telecommunication,0,,RAMAL,6,5060668,0,,54.88,0.0,54.88,3,2013,0,,,0,['0'],,2280,0
JERÔNIMO GOERGEN,160570.0,505.0,2019.0,RS,PP,55,3,Fuels and lubricants,1,Veículos Automotores,GOLD COMERCIO DE COMBUSTIVEIS LTDA,22436501000239,211995,4,2018-06-23T00:00:00,248.99,0.0,248.99,6,2018,0,,,1508444,[nan],0.0,2340,6614318
CELSO RUSSOMANNO,73441.0,347.0,2019.0,SP,PRB,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: ZQS8XH,0,2018-09-05T00:00:00,2876.16,0.0,2876.16,9,2018,0,CELSO RUSSOMANNO,MVD/GRU,0,['0'],,993,1597853
ERIVELTON SANTANA,99654.0,194.0,2015.0,BA,PATRI,54,3,Fuels and lubricants,1,Veículos Automotores,LOPES LEMOS COM. DE COMB. LTDA,231792000105,074430,0,2013-10-26T00:00:00,49.48,0.0,49.48,10,2013,0,,,1068721,[nan],0.0,2387,5259525
DANILO FORTE,62881.0,95.0,2015.0,CE,PSDB,54,3,Fuels and lubricants,1,Veículos Automotores,POSTO TAVARES LTDA,1781222000151,281884,0,2012-10-27T00:00:00,100.0,0.0,100.0,10,2012,0,,,646653,[nan],0.0,2227,2426837
RODRIGO PACHECO,178897.0,260.0,2015.0,MG,DEM,55,10,Telecommunication,0,,RAMAL,6,6216694,0,,38.22,0.0,38.22,2,2017,0,,,0,['0'],,3007,0
JOSÉ ROCHA,74554.0,203.0,2019.0,BA,PR,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 9572431993367,0,2011-08-04T00:00:00,180.62,0.0,180.62,8,2011,0,RICARDO MRPORTILHO,GIG/BSB,0,['0'],,1071,0
EDIO LOPES,141417.0,2.0,2019.0,RR,PR,53,10,Telecommunication,0,,RAMAL,6,3952334,0,2010-12-10T00:00:00,301.58,0.0,301.58,12,2010,0,,,0,['0'],,1818,0
AGUINALDO RIBEIRO,160527.0,129.0,2019.0,PB,PP,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2152.882507,0,2017-08-21T00:00:00,1317.03,0.0,1317.03,8,2017,0,AGUINALDO RIBEIRO,BSB/CGH,0,['0'],,2408,1480786
JAIRO ATAÍDE,3151.0,533.0,2011.0,MG,DEM,53,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Comp-ADGLQH,0,2009-12-14T00:00:00,-168.62,0.0,-168.62,12,2009,0,VIEIRA/JAIRO,CANCELAMENTO,0,['0'],,1969,0
PERPÉTUA ALMEIDA,73943.0,58.0,2019.0,AC,PCdoB,53,3,Fuels and lubricants,1,Veículos Automotores,POSTO RI LTDA,63604631000130,014660,0,2009-04-19T00:00:00,100.0,0.0,100.0,4,2009,0,,,391676,[nan],0.0,1645,1572607
DANIEL ALMEIDA,74060.0,188.0,2019.0,BA,PCdoB,54,11,Postal services,0,,CORREIOS - EMS,7,RSP : 1199417,1,2011-04-08T09:46:04,271.5,0.0,271.5,4,2011,0,,,0,['0'],,1562,0
SILVIO LOPES,73998.0,321.0,2007.0,RJ,PSDB,53,15,Automotive vehicle renting or watercraft charter,0,,AUTOPISTA FLUMINENSE S.A,9324949000111,S/N,1,2009-09-29T00:00:00,2.5,0.0,2.5,9,2009,0,,,429746,[nan],0.0,1206,1695065
NELSON MARQUEZELLI,73553.0,381.0,2015.0,SP,PTB,53,5,Publicity of parliamentary activity,0,,JORNAL O MOJIANO LTDA.,62198452000187,8296,0,2010-12-20T00:00:00,350.0,0.0,350.0,12,2010,0,,,512649,[nan],0.0,773,1985311
GLAUBER BRAGA,152605.0,304.0,2019.0,RJ,PSOL,55,10,Telecommunication,0,,TELEFONICA BRASIL S.A. - VIVO,2558157000162,2072763412,0,2018-05-12T00:00:00,428.08,8.46,419.62,5,2018,0,,,1504599,[nan],0.0,2001,6603806
JANETE ROCHA PIETÁ,141455.0,358.0,2011.0,SP,PT,54,122,"Taxi, toll and parking",0,,COOPERTAXI 202 NORTE,8046163000117,s/n,1,2014-11-04T00:00:00,18.0,0.0,18.0,11,2014,0,,,1146798,[nan],0.0,1852,5535716
HENRIQUE FONTANA,73482.0,498.0,2019.0,RS,PT,54,3,Fuels and lubricants,1,Veículos Automotores,POSTO ZANLUCHI,3857424000165,246527,0,2014-03-22T00:00:00,122.02,0.0,122.02,3,2014,0,,,1102560,[nan],0.0,1454,5376141
ZÉ VIEIRA,152607.0,86.0,2011.0,MA,PROS,54,11,Postal services,0,,CORREIOS - TELEGRAMA,7,RSP : 1226460,1,2011-10-10T14:39:19,8.8,0.0,8.8,10,2011,0,,,0,['0'],,1999,0
LUIZ SÉRGIO,74688.0,313.0,2015.0,RJ,PT,55,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO AEROPORTO LTDA,8202116000115,695055,0,2016-03-08T00:00:00,133.0,0.0,133.0,3,2016,0,,,1270854,[nan],0.0,1383,5935019
KEIKO OTA,160659.0,356.0,2015.0,SP,PSB,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-4552.782289,0,2015-04-08T00:00:00,100.0,0.0,100.0,4,2015,0,KEIKO OTA,BSB/BSB,0,['0'],,2261,1122794
PAULO AZI,178860.0,215.0,2019.0,BA,DEM,55,3,Fuels and lubricants,1,Veículos Automotores,Pacifico Comércio e Serviços de Combustíveis Ltda,6948623000177,238501,0,2015-02-20T00:00:00,160.0,0.0,160.0,2,2015,0,,,1170043,[nan],0.0,2929,5613169
MÁRCIO MARINHO,150418.0,212.0,2019.0,BA,PRB,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Comp-957-2450.960472,0,2012-07-12T00:00:00,-573.57,0.0,-573.57,7,2012,0,MÁRCIO MARINHO,SSA/BSB/SSA,0,['0'],,1987,0
PAUDERNEY AVELINO,74095.0,40.0,2015.0,AM,DEM,55,3,Fuels and lubricants,1,Veículos Automotores,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,306597006995,168114,4,2019-01-31T00:00:00,143.62,0.0,143.62,1,2019,0,,,1565526,[nan],0.0,586,6756993
IRAJÁ ABREU,81232.0,65.0,2015.0,TO,PSD,55,11,Postal services,0,,CORREIOS - ENCOMENDA PAC,7,RSP : 2244061,1,2018-05-11T13:19:36,17.06,0.0,17.06,5,2018,0,,,0,['0'],,2396,0
ARTHUR LIRA,160541.0,162.0,2019.0,AL,PP,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2104.018255,0,2015-01-23T00:00:00,178.0,0.0,178.0,1,2015,0,ARTHUR LIRA,MCZ/BSB,0,['0'],,2377,977854
ROSE DE FREITAS,73507.0,282.0,2011.0,ES,PMDB,54,11,Postal services,0,,CORREIOS - SEDEX CONVENCIONAL,7,RSP : 1224798,1,2011-09-21T14:33:48,47.5,0.0,47.5,9,2011,0,,,0,['0'],,177,0
BETINHO GOMES,178915.0,141.0,2015.0,PE,PSDB,55,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO GAIBU LTDA,2705909000170,096038,0,2015-11-29T00:00:00,70.03,0.0,70.03,11,2015,0,,,1247184,[nan],0.0,2991,5861002
MAURO PEREIRA,124411.0,540.0,2015.0,RS,MDB,55,13,Congressperson meal,0,,FAUSTO E MANOEL,21567836000142,1184,0,2017-05-24T00:00:00,58.7,0.0,58.7,5,2017,0,,,1390052,[nan],0.0,3095,6295819
CABO SABINO,178865.0,94.0,2015.0,CE,AVANTE,55,5,Publicity of parliamentary activity,0,,RADIO CULTURA DE QUIXADA LTDA,23552250000130,0000000786,0,2018-04-09T00:00:00,1000.0,0.0,1000.0,3,2018,0,,,1503714,[nan],0.0,3082,6601574
AUGUSTO CARVALHO,73655.0,411.0,2015.0,DF,SOLIDARIEDADE,55,10,Telecommunication,0,,TELEFÔNICA BRASIL S/A - VIVO,2558157000162,222677,0,2017-02-08T00:00:00,691.02,0.0,691.02,2,2017,0,,,1360597,[nan],0.0,359,6216743
VINICIUS CARVALHO,141555.0,397.0,2019.0,SP,PRB,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: 9572132979307,0,2016-07-19T00:00:00,457.58,0.0,457.58,7,2016,0,VINICIUS CARVALHO,CGH/BSB,0,['0'],,1951,1328638
RENZO BRAZ,160654.0,262.0,2015.0,MG,PP,54,13,Congressperson meal,0,,RESTAURANTE NOSSA SRA. APARECIDA,25302050000154,009051,0,2011-04-09T00:00:00,15.0,0.0,15.0,4,2011,0,,,535605,[nan],0.0,2230,2062757
JULIO LOPES,74253.0,308.0,2015.0,RJ,PP,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Comp-RJ7EKW,0,2017-05-03T00:00:00,-1220.8,0.0,-1220.8,5,2017,0,JULIO LOPES,BSB/BSB,0,['0'],,1576,1430805
NELSON PADOVANI,160566.0,567.0,2015.0,PR,PSDB,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: WF5P9C,0,2016-06-08T00:00:00,455.63,0.0,455.63,6,2016,0,NELSON PADOVANI,BSB/SDU/IGU,0,['0'],,2327,1311005
VICENTINHO JÚNIOR,137070.0,66.0,2019.0,TO,PR,55,1,Maintenance of office supporting parliamentary activity,0,,W & M PAPELARIA EIRELI,8928063000114,18259,4,2018-03-01T00:00:00,84.7,0.0,84.7,2,2018,0,,,1463684,[nan],0.0,3059,6499062
MARCO MAIA,133373.0,496.0,2015.0,RS,PT,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2130.028972,0,2016-05-19T00:00:00,1451.58,0.0,1451.58,5,2016,0,CEZAR MR PIMENTA,POA/BSB,0,['0'],,1742,1313992
ANDERSON FERREIRA,160551.0,142.0,2015.0,PE,PR,54,13,Congressperson meal,0,,JAMP  RESTAURANTE LTDA,70091657000197,135346,0,2013-07-05T00:00:00,81.12,0.0,81.12,7,2013,0,,,1042441,[nan],0.0,2371,5160397
ODÍLIO BALBINOTTI,73782.0,588.0,2011.0,PR,PMDB,54,11,Postal services,0,,PALMA & CALEFI LTDA.,95394649000140,99644,1,2012-11-16T00:00:00,42.6,0.0,42.6,11,2012,0,,,649850,[nan],0.0,1138,2436363
SIMÃO SESSIM,73424.0,327.0,2015.0,RJ,PP,54,13,Congressperson meal,0,,GOLDEN GREEN SUCOS HEALTH LTDA,3633620000156,062103,0,2011-07-27T00:00:00,50.8,0.0,50.8,7,2011,0,,,556459,[nan],0.0,184,2133032
LUCIO VIEIRA LIMA,94931.0,205.0,2015.0,BA,MDB,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-4552.313784,0,2014-11-05T00:00:00,100.0,0.0,100.0,11,2014,0,LUCIO VIEIRA LIMA,BSB/BSB,0,['0'],,2367,919672
NELSON MARCHEZAN JUNIOR,160567.0,509.0,2015.0,RS,PSDB,55,10,Telecommunication,0,,RAMAL,6,5193112,0,,42.79,0.0,42.79,8,2013,0,,,0,['0'],,2409,0
